name,id,used
Santana,6GI52t8N5F02MxU0g5U69P,false
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,false
Scorpions,27T030eWyCQRmDyuvr1kxY,false
Screaming Trees,3Ukr3Ufjg8ygRJv7Ww887f,false
Seal,5GtMEZEeFFsuHY8ad4kOxv,false
Selena,6IE6z7DcZIT4Ml3Fh5Ivch,false
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,false
Sepultura,6JW8wliOEwaDZ231ZY7cf4,false
Sex Pistols,1u7kkVrr14iBvrpYnZILJR,false
Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,false
Shaboozey,3y2cIKLjiOlp1Np37WiUdH,false
Shakira,0EmeFodog0BfCgMzAIvKQp,false
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,false
Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,false
The Shins,4LG4Bs1Gadht7TCrMytQUO,false
Sia,5WUlDfRSoLAfcVSX1WnrxN,false
Sigur Ros,6UUrUCIZtQeOf8tC0WuzRy,false
Silverchair,4iudEcmuPlYNdbP3e1bdn1,false
Silk Sonic,6PvvGcCY2XtUcSRld1Wilr,false
Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,false
Simply Red,1fa0cOhromAZdq2xRA4vv8,false
Sinéad O'Connor,4sD9znwiVFx9cgRPZ42aQ1,false
Sixpence None the Richer,0lJlKQvuM2Sd9DPPyUXcHg,false
Skepta,2p1fiYHYiXz9qi0JJyxBzN,false
Skrillex,5he5w2lnU9x7JFhnwcekXX,false
Slayer,1IQ2e1buppatiN1bxUVkrk,false
Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD,false
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,false
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,false
Smokey Robinson & The Miracles,6TKOZZDd5uV5KnyC5G4MUt,false
Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,false
Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,false
Sombr,4G9NDjRyZFDlJKMRL8hx3S,false
Sonic Youth,5UqTO8smerMvxHYA5xsXb6,false
Soundgarden,5xUf6j4upBrXZPg6AI4MRK,false
Steely Dan,6P7H3ai06vU1sGvdpBwDmE,false
Steve Lacy,57vWImR43h4CaDao012Ofp,false
Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,false
Steve Winwood,5gxynDEKwNDgxGJmJjZyte,false
Stevie Ray Vaughan & Double Trouble,5fsDcuclIe8ZiBD5P787K1,false
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,false
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,false
The Strokes,0epOFNiUfyON9EYx7Tpr6V,false
Sturgill Simpson,3vDpQbGnzRbRVirXlfQagB,false
Sublime,0EdvGhlC1FkGItLOWQzG4J,false
Suicideboys,1VPmR4DJC1PlOtd0IADAO0,false
Summer Walker,57LYzLEk2LcFghVwuWbcuS,false
The Supremes,57bUPid8xztkieZfS7OlEV,false
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,false
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,false
SZA,7tYKF4w9nC0nq9CsPZTHyP,false
T-Pain,3aQeKQSyrW4qWr35idm0cy,false
Tame Impala,5INjqkS1o8h1imAzPqGZBb,false
Takeoff,3EW0kQ1skZiK1NHg3Spt9J,false
Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,false
Taio Cruz,6MF9fzBmfXghAz953czmBC,false
Tate McRae,45dkTj5sMRSjrmBSBeiHym,false
Taylor Swift,06HL4z0CvFAxyc27GXpf02,false
Tears for Fears,4bthk9UfsYUYdcFyqxmSUU,false
Teddy Swims,33qOK5uJ8AR2xuQQAhHump,false
Temple of the Dog,0iHb0mCbqZTYeb4y9Pirrd,false
The Temptations,3RwQ26hR2tJtA8F9p2n7jG,false
Tems,687cZJR45JO7jhk1LHIbgq,false
Teyana Taylor,4ULO7IGI3M2bo0Ap7B9h8a,false
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,false
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,false
Tiesto,2o5jDhtHVPhrJdv3cEQ99Z,false
Tim McGraw,6roFdX1y5BYSbp60OTJWMd,false
Tina Turner,1zuJe6b1roixEKMOtyrEak,false
Tinashe,0NIIxcxNHmOoyBx03SfTCD,false
TLC,0TImkz4nPqjegtVSMZnMRq,false
Tom Macdonald,6DvlemMOlMH6VD9tB7BPRf,false
Tom Petty & the Heartbreakers,4tX2TplrkIP4v05BNC903e,false
Tool,2yEwvVSSSUkcLeSTNyHKh8,false
Tori Amos,1KsASRNugxU85T0u6zSg32,false
Toto,0PFtn5NtBbbUNbU9EAmIWF,false
Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,false
Train,3FUY2gzHeIiaesXtOAdB7A,false
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,false
Trey Songz,2iojnBLj0qIMiKPvVhLnsH,false
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,false
Tyla,3SozjO3Lat463tQICI9LcE,false
"Tyler, the Creator",4V8LLVI7PbaPR0K2TGSxFF,false
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,false
Tyga,5LHRHt1k9lMyONurDHEdrp,false
U2,51Blml2LZPmy7TTiAg47vQ,false
UGK,6ZhjJOJXXwnPS8PrXdmjLw,false
Usher,23zg3TcAtWQy7J6upgbUnj,false
Van Halen,2cnMpRsOVqtPMfq7YiFE6K,false
Van Morrison,44NX2ffIYHr6D4n7RaZF7A,false
The Velvet Underground,1nJvji2KIlWSseXRSlNYsC,false
The Verve,2cGwlqi3k18jFpUyTrsR84,false
Wale,67nwj3Y5sZQLl72VNUHEYE,false
Weezer,3jOstUTkEu2JkjvRdBA5Gu,false
Wet Leg,2TwOrUcYnAlIiKmVQkkoSZ,false
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,false
The Who,67ea9eGLXYMsO2eYQRui3w,false
Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,false
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,false
Wilco,2QoU3awHVdcHS8LrZEKvSM,false
will.i.am,085pc2PYOi8bGKj0PNjekA,false
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,false
Wizkid,3tVQdUvClmAT7URs9V3rsp,false
Wu-Tang Clan,34EP7KEpOjXcM2TCat1ISk,false
XXXTentacion,15UsOTVnJzReFVN1VCnxy4,false
Yeat,3qiHUAX7zY4Qnjx8TNUzVx,false
YG,0A0FS04o6zMoto8OKPsDwY,false
Yes,7AC976RDJzL2asmZuz7qil,false
Yo-yo Ma,5Dl3HXZjG6ZOWT5cV375lk,false
Young Thug,50co4Is1HCEo8bhOyUWKpn,false
Zac Brown Band,6yJCxee7QumYr820xdIsjo,false
Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,false
Zedd,1alf4P7GDe5aNpALBzWIGf,false
ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,false
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,false
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,false
Elvis Costello,2BGRfQgtzikz1pzAD0kaEn,false
